order_id,order_number,order_item_id,item_name,quantity,invoiced_quantity,mrp,price_per_unit,amount,discount_amount,profit
83918,SO/24-25/65343,166197,Scooter Vanaspati Tin(15Kg),1,1,2419,2260,2419,159,5
81136,SO/24-25/62587,161142,Rajdhani Maida,1,0,2080,1945,2080,135,0
84289,SO/24-25/65715,166865,Prakash Maida,1,1,1768,1670,1768,98,0
81144,SO/24-25/62595,161155,Anchal Vanaspati Ghee Pouch,3,3,2880,2680,8640,600,-30
84335,SO/24-25/65752,166928,Laal Gulaab Maida,1,1,1751,1665,1751,86,10
81147,SO/24-25/62598,161158,Ambey Patent Maida,1,1,1899,1790,1899,109,20
81148,SO/24-25/62602,161159,Prakash Aata,4,4,1730,1580,6920,600,-220
81140,SO/24-25/62597,161148,Fortune Soya Pouch(1L),3,3,2490,2290,7470,600,-30
81150,SO/24-25/62600,161162,Aashirwad Chakki Atta (5kg),1,1,1390,1302,1390,88,0
81152,SO/24-25/62601,161166,Soyum Soya Tin(15L) V,1,1,2160,2020,2160,140,-10
81151,SO/24-25/62608,161164,Vibhor Soya Pouch(1L),1,1,1640,1520,1640,120,-10
81151,SO/24-25/62608,161165,Siddhi Vinayak Mill Aata,1,1,1890,1780,1890,110,0
81150,SO/24-25/62600,161163,Aashirwad Chakki Atta (10kg),1,1,1370,1278,1370,92,0
81140,SO/24-25/62597,161149,Ruchi Gold Palm Pouch(1L),20,20,1368,1268,27360,2000,20
81155,SO/24-25/62607,161172,Arrarot,5,5,52.4,47,262,27,-5
81146,SO/24-25/62603,161157,Laal Gulaab Suji/Rava,1,1,1800,1690,1800,110,-10
81145,SO/24-25/62604,161156,Normal Sugar,1,1,2230,2060,2230,170,-50
81142,SO/24-25/62593,161152,Prakash Aata,2,2,1730,1590,3460,280,-90
81142,SO/24-25/62593,161153,Bail Kolhu Pouch,1,1,1608,1450,1608,158,-70
81139,SO/24-25/62588,161147,Normal Sugar,1,1,2230,2060,2230,170,-50
81137,SO/24-25/62584,161144,Soyum Soya (15Lit),25,25,2170,1975,54250,4875,-1375
81141,SO/24-25/62592,161150,Maharaja Chakki Aata,2,2,1700,1550,3400,300,-40
81141,SO/24-25/62592,161151,Mahakosh Soya Oil Pouch(1L),2,2,1700,1555,3400,290,-90
81154,SO/24-25/62631,161169,Laal Gulaab Maida,3,3,1763,1665,5289,294,-3
81154,SO/24-25/62631,161170,Prakash Aata,2,2,1730,1610,3460,240,-50
81154,SO/24-25/62631,161171,Normal Sugar,5,5,2230,2060,11150,850,-250
81143,SO/24-25/62605,161154,Soyum Soya (15Lit),1,1,2170,2030,2170,140,-20
80946,SO/24-25/62381,160762,Adani Patla Besan,25,25,114.35,109,2858.75,133.75,-133.75
80946,SO/24-25/62381,160763,Kezar Maida,70,70,38.769,35,2713.83,263.83,-103.39
88365,SO/24-25/69779,174106,Parivar Pasand Chakki Aata (50kg),1,1,1740,1650,1740,90,-30
88365,SO/24-25/69779,174107,Independence Soya Oil Pouch(1L),1,1,1660,1525,1660,135,0
88365,SO/24-25/69779,174108,Tata Salt Pkt(1Kg),2,2,29.4,27,58.8,4.8,-0.2
83571,SO/24-25/64993,165507,Ruchi Gold Palm Tin(15kg),2,2,2390,2340,4780,100,-20
83571,SO/24-25/64993,165508,SAPNA GOLD MAIDA,1,1,2000,1820,2000,180,20
88583,SO/24-25/69979,174532,Prakash Maida,10,10,1768,1665,17680,1030,50
83773,SO/24-25/65196,165856,Rajdhani Chakki aata,2,2,1960,1890,3920,140,100
83773,SO/24-25/65196,165857,Siddhi Vinayak Maida,2,2,1930,1890,3860,80,60
83773,SO/24-25/65196,165858,Chana Dal,10,10,109.633,105,1096.33,46.33,40
83773,SO/24-25/65196,165859,Double Filter Sugar,10,10,48.2,46,482,22,15
88736,SO/24-25/70134,174811,Masoor Dal,4,4,75,75,300,0,0
84025,SO/24-25/65454,166381,Ruchi Gold Palm Pouch(1L),1,1,1407,1300,1407,107,-30
84025,SO/24-25/65454,166382,Laal Gulaab Suji/Rava,3,3,39.459,38,118.38,4.38,1.69
84025,SO/24-25/65454,166383,SODA CHINI (1KG) सोडा,1,1,57,55,57,2,0
84142,SO/24-25/65554,166583,Ruchi Gold Palm Pouch(1L),1,1,1350,1280,1350,70,-30
88911,SO/24-25/70297,175088,Kezar Aata,1,1,1650,1530,1650,120,-50
84291,SO/24-25/65712,166868,Prakash Aata,1,1,1693,1565,1693,128,-35
81156,SO/24-25/62609,161175,Single Filter Sugar,1,1,2270,2099,2270,171,-6
81156,SO/24-25/62609,161176,Aashirwad Chakki Atta (5kg),2,2,1390,1302,2780,176,0
80946,SO/24-25/62381,160764,Laal Gulaab Suji/Rava,5,5,40.183,32,200.92,40.92,-32.58
80946,SO/24-25/62381,160776,Ashok Laal Mirch Powder Pkt(100gm),10,10,50,36,500,140,0
80946,SO/24-25/62381,160777,Yellow Chilli Powder,1,1,240,230,240,10,15
80946,SO/24-25/62381,160769,Arhar Dal,10,10,167.067,146,1670.67,210.67,-114
84291,SO/24-25/65712,166869,Soyum Soya Pouch,1,1,1651,1548,1651,103,-12
84472,SO/24-25/65881,167167,Normal Sugar,2,2,2260,2040,4520,440,-120
84429,SO/24-25/65840,167091,Fortune Soya Pouch(1L),5,5,2490,2290,12450,1000,-25
84387,SO/24-25/65802,167022,Ruchi Gold Palm Pouch(1L),20,20,1368,1250,27360,2360,-200
84387,SO/24-25/65802,167023,Nature Fresh Soya Tin(15L),2,2,2310,2115,4620,390,-50
84387,SO/24-25/65802,167024,Ruchi Gold Palm Tin(15kg),5,5,2415,2230,12075,925,-50
93888,SO/24-25/75171,184171,Parivar Pasand Chakki Aata (50kg),1,1,1770,1650,1770,120,0
93888,SO/24-25/75171,184169,Galaxy rice,1,1,3160,2900,3160,260,0
84183,SO/24-25/65641,166642,SAPNA GOLD AATA,1,1,1900,1780,1900,120,0
84183,SO/24-25/65641,166643,Kingfisher Arhar Dal,1,1,5000,4500,5000,500,-30
80946,SO/24-25/62381,160773,Hari Patti(Green) Rice,40,40,99.342,83,3973.68,653.68,-387
80946,SO/24-25/62381,160766,Peanut,2,2,150,124,300,52,-12
80946,SO/24-25/62381,160767,Makhana,2,2,396.563,355,793.13,83.13,-8.13
80946,SO/24-25/62381,160779,Ashok Dhaniya Powder Pkt(100gm),5,5,28,20.16,140,39.2,0
80946,SO/24-25/62381,160781,Dhania Sabut,16,16,7.525,7,120.4,8.4,-8.4
80946,SO/24-25/62381,160782,Premium Sabut Jeera,1,1,467.25,440,467.25,27.25,-7.25
80946,SO/24-25/62381,160783,Jaifal,2,2,41.925,40,83.85,3.85,-3.85
80946,SO/24-25/62381,160784,Javitri,2,2,112.875,110,225.75,5.75,-5.75
80946,SO/24-25/62381,160785,Dalchini,2,2,18.813,16,37.63,5.63,-5.63
80946,SO/24-25/62381,160786,Chini/Meetha Soda,1,1,16.125,15,16.13,1.13,-1.13
80946,SO/24-25/62381,160787,Laal Mirch Sabut,2,2,71.219,69,142.44,4.44,-4.44
80946,SO/24-25/62381,160788,Kaali Mirch Khada,1,1,246.563,230,246.56,16.56,-6.56
80946,SO/24-25/62381,160791,Laung,2,2,59.125,56,118.25,6.25,-6.25
80946,SO/24-25/62381,160792,Sarso Rai,1,1,26.069,24,26.07,2.07,-2.07
80946,SO/24-25/62381,160793,Tej Patta Sabut,1,1,8.45,7,8.45,1.45,-0.45
80946,SO/24-25/62381,160795,Chhoti Elaichi,1,1,712.188,700,712.19,12.19,-12.19
80946,SO/24-25/62381,160796,Badi Elaichi,1,1,96,88,96,8,-2
80946,SO/24-25/62381,160797,Ajwain,1,1,77.75,75,77.75,2.75,-0.25
80946,SO/24-25/62381,160798,Ajinomoto,2,2,99,95,198,8,0
80946,SO/24-25/62381,160799,Arrarot,12,12,49,45,588,48,-36
80946,SO/24-25/62381,160800,Ashok Kashmiri Mirch Pkt(100gm),7,7,100,72,700,196,0
80946,SO/24-25/62381,160801,Ashok Kasoori Methi,1,1,238,171.36,238,66.64,0
80946,SO/24-25/62381,160802,Ashok Garam Masala Pkt(100gm),5,5,184,132.48,920,257.6,0
80946,SO/24-25/62381,160804,Ashok Chaat Masala Pkt(100gm),3,3,64,46.08,192,53.76,0
80946,SO/24-25/62381,160807,Chhoti Saunf,1,1,95,87,95,8,-0.5
80946,SO/24-25/62381,160808,Methi Dana,2,2,33.594,32,67.19,3.19,-3.19
80946,SO/24-25/62381,160809,Kalaunji,1,1,30,30,30,0,0
80946,SO/24-25/62381,160810,kali Khatai Pkt(250gm),2,2,60,47,120,26,-6
80946,SO/24-25/62381,160811,BLACK SALT,1,1,26,24,26,2,-1
80946,SO/24-25/62381,160812,Mixed Pickle Jar(5kg),1,1,320,300,320,20,-20
80946,SO/24-25/62381,160813,Tomato Puree,5,5,100,88,500,60,-10
80946,SO/24-25/62381,160816,Soya Sauce,2,2,48,45,96,6,-6
80946,SO/24-25/62381,160817,Vinegar,3,3,30,18,90,36,-6
80946,SO/24-25/62381,160818,Lijjat Papad,4,4,470,420,1880,200,0
80946,SO/24-25/62381,160819,SATRI(500GM),1,1,85,82,85,3,-3
80946,SO/24-25/62381,160820,Baking Powder,1,1,130,120,130,10,-5
80946,SO/24-25/62381,160821,soda,1,1,32.25,32,32.25,0.25,-0.25
80946,SO/24-25/62381,160823,Kaju 2 Tukda,3,3,890,850,2670,120,-60
81149,SO/24-25/62599,161160,Soyum Soya Tin(15L) V,3,3,2160,2000,6480,480,-90
93888,SO/24-25/75171,184170,Siddhi Vinayak Mill Aata,1,1,1890,1780,1890,110,0
81149,SO/24-25/62599,161161,Mahakosh Soya Oil Pouch(1L),1,1,1700,1554,1700,146,-46
124733,SO/24-25/104331,236996,Chana Dal,20,20,96,80,1920,320,-220
83572,SO/24-25/65013,165510,Prakash Maida,1,1,1768,1660,1768,108,-10
81155,SO/24-25/62607,161173,Ambey Patent Maida,5,5,40.38,38,201.9,11.9,0
81155,SO/24-25/62607,161174,Ruchi Gold Palm Pouch(1L),2,2,1368,1288,2736,160,26
81159,SO/24-25/62610,161180,Aashirwad Chakki Atta (5kg),1,1,1390,1302,1390,88,0
84271,SO/24-25/65688,166826,Fortune Soya Tin(15L),6,6,2340,2190,14040,900,-210
81161,SO/24-25/62611,161182,DCM Double Filter Sugar,1,1,2281,2160,2281,121,0
81158,SO/24-25/62612,161178,Bail Kolhu Pouch,1,1,1608,1450,1608,158,-70
81158,SO/24-25/62612,161179,Kings Soya Pouch,1,1,2185,2128,2185,57,64
84271,SO/24-25/65688,166827,Dalda Vanaspati Tin,2,2,2497,2350,4994,294,-20
81114,SO/24-25/62568,161113,DCM Double Filter Sugar,6,6,2281,2140,13686,846,-90
81114,SO/24-25/62568,161114,Fortune Soya Tin(15L),6,6,2380,2220,14280,960,-150
81162,SO/24-25/62613,161183,Prakash Maida,2,2,1790,1700,3580,180,0
81163,SO/24-25/62614,161184,Kezar Maida,1,1,1760,1640,1760,120,-10
81167,SO/24-25/62620,161190,Soyum Soya Tin(15L) V,35,35,2160,1985,75600,6125,-1575
81169,SO/24-25/62618,161192,Prakash Maida,10,10,1790,1670,17900,1200,-300
81171,SO/24-25/62621,161197,Soyum Soya Tin(15L) V,3,3,2160,2010,6480,450,-60
81174,SO/24-25/62625,161201,Kings Soya Pouch,5,5,2185,2080,10925,525,120
81176,SO/24-25/62627,161206,Kezar Maida,1,1,1760,1640,1760,120,-10
81172,SO/24-25/62623,161198,Fortune Soya Pouch(1L),10,10,2490,2285,24900,2050,-100
81164,SO/24-25/62616,161185,Ruchi Gold Palm Pouch(1L),5,5,1368,1270,6840,490,0
81166,SO/24-25/62617,161188,Ruchi Gold Palm Pouch(1L),5,5,1368,1280,6840,440,50
81173,SO/24-25/62624,161199,Gauri Old Rice,2,2,3750,3270,7500,960,-60
81173,SO/24-25/62624,161200,Galaxy rice,1,1,3220,2970,3220,250,0
81157,SO/24-25/62638,161177,Madhur Gold Maida,5,5,1800,1680,9000,600,-100
81175,SO/24-25/62626,161202,Soyum Soya Tin(15L) V,2,2,2160,2015,4320,290,-30
81177,SO/24-25/62628,161207,Kezar Maida,4,4,1760,1635,7040,500,-60
104608,SO/24-25/85372,202989,Ruchi Gold Palm Pouch(1L),5,5,1495,1276,7475,1095,5
93327,SO/24-25/74647,183218,Kings Soya Tin(15L),1,1,2160,2040,2160,120,0
81166,SO/24-25/62617,161189,Fortune Soya Pouch(1L),1,1,2490,2330,2490,160,30
104608,SO/24-25/85372,202990,Tata Salt Pkt(1Kg),2,2,1406,1265,2812,282,0
83573,SO/24-25/64992,165511,SAPNA GOLD AATA,2,2,1900,1770,3800,260,20
83573,SO/24-25/64992,165512,SAPNA GOLD MAIDA,1,1,2000,1800,2000,200,0
81178,SO/24-25/62629,161208,Pani (500 Ml),10,10,115,110,1150,50,-50
88585,SO/24-25/70114,174535,Shreshtha Aata,5,5,1710,1545,8550,825,-275
83775,SO/24-25/65200,165863,Mahakosh Soya Oil Pouch(1L),1,1,1700,1572,1700,128,-28
83775,SO/24-25/65200,165864,Prakash Aata,1,1,1740,1610,1740,130,-40
81180,SO/24-25/62637,161217,Tiger Arhar Dal,10,10,106.283,85,1062.83,212.83,-69.5
81181,SO/24-25/62636,161218,Ruchi Gold Palm Pouch(1L),2,2,1360,1310,2720,100,0
81180,SO/24-25/62637,161216,Kingfisher Arhar Dal,10,10,178.292,149,1782.92,292.92,-116.25
81184,SO/24-25/62642,161221,Ruchi Gold Palm Pouch(1L),10,10,1368,1268,13680,1000,-20
81182,SO/24-25/62643,161219,Gauri Old Rice,1,1,3780,3780,3780,0,240
81188,SO/24-25/62641,161227,Tata Salt Pkt(1Kg),1,1,1360,1265,1360,95,0
81188,SO/24-25/62641,161226,Single Filter Sugar,1,1,2270,2105,2270,165,0
81188,SO/24-25/62641,161228,Aashirwad Chakki Atta (5kg),2,2,1390,1302,2780,176,0
81074,SO/24-25/62553,161055,Matar,1,1,1550,1320,1550,230,-30
81074,SO/24-25/62553,161056,Safed Matar Dal,1,1,1600,1320,1600,280,-30
80988,SO/24-25/62426,160897,SAPNA GOLD AATA,1,1,1900,1760,1900,140,0
80988,SO/24-25/62426,160898,Ruchi Gold Palm Pouch(1L),1,1,1360,1320,1360,40,10
81183,SO/24-25/62632,161220,Mahakosh Soya Oil Pouch(1L),24,24,149.317,130,3583.61,463.61,-263.59
81186,SO/24-25/62634,161223,Laal Gulaab Maida,5,5,1780,1645,8900,675,-225
81187,SO/24-25/62633,161224,Bail Kolhu Pouch,1,1,1560,1480,1560,80,-20
81187,SO/24-25/62633,161225,Maharaja Chakki Aata,1,1,1700,1550,1700,150,-20
81189,SO/24-25/62640,161229,Prakash Aata,10,10,1740,1585,17400,1550,-650
81189,SO/24-25/62640,161230,Prakash Maida,10,10,1790,1650,17900,1400,-500
81190,SO/24-25/62644,161231,Kaali Masoor Dal,1,1,82.958,80,82.96,2.96,-0.63
81190,SO/24-25/62644,161232,Arhar Dal,2,2,167.067,147,334.13,40.13,-20.8
81190,SO/24-25/62644,161233,Kezar Maida,2,2,38.769,36,77.54,5.54,-0.95
81191,SO/24-25/62645,161235,Maharaja Chakki Aata,3,3,1700,1555,5100,435,-45
81191,SO/24-25/62645,161236,Kezar Maida,2,2,1760,1645,3520,230,-10
81193,SO/24-25/62647,161238,Soyum Soya Tin(15L) V,1,1,2160,2020,2160,140,-10
81195,SO/24-25/62649,161240,Maharaja Chakki Aata,7,7,1700,1550,11900,1050,-140
81179,SO/24-25/62630,161211,Saccha Heera Chhola,4,0,137.667,131,550.67,26.67,0
81179,SO/24-25/62630,161213,Bawarchi Vanaspati Pouch 1ltr,2,0,158.109,140,316.22,36.22,-23.72
81175,SO/24-25/62626,161205,Normal Sugar,1,0,2260,2070,2260,190,-30
93327,SO/24-25/74647,183219,Prakash Maida,1,1,1790,1660,1790,130,-30
93327,SO/24-25/74647,183220,Dalmia Double Filter Sugar,1,1,2250,2070,2250,180,-30
79248,SO/24-25/60686,157649,SAPNA GOLD MAIDA,25,0,2000,1775,50000,5625,-375
83776,SO/24-25/65201,165865,Shreshtha Aata,17,17,1710,1540,29070,2890,-1190
83574,SO/24-25/64990,165513,Best Choice Palm Tin(15Kg),3,3,2425,2240,7275,555,-60
88372,SO/24-25/69787,174119,DCM Double Filter Sugar,3,3,2340,2100,7020,720,-210
84039,SO/24-25/65460,166403,Kezar Maida,1,1,1760,1650,1760,110,-10
81194,SO/24-25/62648,161239,Normal Sugar,1,1,2230,2060,2230,170,-50
81185,SO/24-25/62635,161222,Prakash Aata,1,1,1730,1620,1730,110,-15
81201,SO/24-25/62653,161248,Siddhi Vinayak Mill Aata,1,1,1890,1780,1890,110,0
81202,SO/24-25/62652,161250,Ruchi Gold Palm Pouch(1L),1,1,1368,1275,1368,93,0
80579,SO/24-25/62147,160030,Dalda Vanaspati Tin,20,20,2480,2340,49600,2800,-200
84144,SO/24-25/65556,166586,Ruchi Gold Palm Pouch(1L),6,6,1350,1270,8100,480,-240
81201,SO/24-25/62653,161247,Galaxy rice,1,1,3220,2970,3220,250,0
81201,SO/24-25/62653,161249,Reliance Salt Pkt(1Kg),1,1,256,220,256,36,0
81192,SO/24-25/62646,161237,Double Filter Sugar,40,40,2320,2135,92800,7400,-200
81175,SO/24-25/62626,161203,Kezar Maida,1,1,1760,1630,1760,130,-20
81175,SO/24-25/62626,161204,Maharaja Chakki Aata,1,1,1700,1535,1700,165,-35
84144,SO/24-25/65556,166585,Normal Sugar,2,0,2260,2050,4520,420,-100
81199,SO/24-25/62664,161245,Ruchi Gold Palm Pouch(1L),5,5,1368,1270,6840,490,0
81198,SO/24-25/62650,161244,Mahakosh Soya Oil Pouch(1L),5,5,1700,1548,8500,760,-260
81200,SO/24-25/62651,161246,Prakash Maida,1,1,1790,1690,1790,100,-10
81211,SO/24-25/62661,161266,Kezar Maida,2,2,1760,1640,3520,240,-20
81206,SO/24-25/62656,161257,Shreshtha Aata,10,10,1710,1568,17100,1420,-420
81210,SO/24-25/62660,161265,Macroni,2,2,1100,860,2200,480,-80
81208,SO/24-25/62658,161264,Bawarchi Vanaspati Balti KG,1,1,2400,2260,2400,140,-10
81208,SO/24-25/62658,161260,Prakash Maida,16,16,39.656,36,634.5,58.5,-25.82
81205,SO/24-25/62655,161256,Pani (500 Ml),1,1,115,115,115,0,0
81197,SO/24-25/62659,161242,Salt,1,1,190,175,190,15,-15
81197,SO/24-25/62659,161243,Arrarot,1,1,2340,2100,2340,240,-100
81204,SO/24-25/62724,161255,SAPNA GOLD MAIDA,1,1,2000,1820,2000,180,20
81212,SO/24-25/62662,161267,Masodha Double Filter Sugar,30,30,2300,2115,69000,5550,-750
81212,SO/24-25/62662,161268,Fortune Kacchi Ghani,2,2,2600,2380,5200,440,-340
81196,SO/24-25/62706,161241,Raag Gold Palm Pouch,1,1,1400,1315,1400,85,-15
81213,SO/24-25/62665,161269,Fortune Soya Tin(15L),8,8,2380,2210,19040,1360,-280
81213,SO/24-25/62665,161270,DCM Double Filter Sugar,1,1,2281,2140,2281,141,-20
124733,SO/24-25/104331,236997,Prakash Maida,1,1,1920,1780,1920,140,-20
81203,SO/24-25/62654,161251,Kezar Aata,5,5,36.438,34,182.19,12.19,-2.82
81207,SO/24-25/62663,161258,Single Filter Sugar,1,1,2270,2105,2270,165,0
81207,SO/24-25/62663,161259,Aashirwad Chakki Atta (10kg),1,1,1370,1278,1370,92,0
83736,SO/24-25/65161,165802,Shreshtha Aata,1,1,1710,1555,1710,155,-55
84020,SO/24-25/65447,166372,Soyum Soya Tin(15L) V,1,1,2160,1970,2160,190,-80
81179,SO/24-25/62630,161209,Normal Sugar,4,4,48.38,43,193.52,21.52,-8.72
81179,SO/24-25/62630,161210,Kezar Aata,10,10,36.438,34,364.38,24.38,-5.63
81179,SO/24-25/62630,161212,Tata Salt Pkt(1Kg),1,1,25.8,25,25.8,0.8,-0.8
81179,SO/24-25/62630,161214,Kezar Maida,10,10,38.769,35,387.69,37.69,-14.77
81179,SO/24-25/62630,161215,Steam Rice,3,3,55,52,165,9,0
81190,SO/24-25/62644,161234,Tata Salt Pkt(1Kg),2,2,25.8,25,51.6,1.6,-1.6
81203,SO/24-25/62654,161252,Kezar Maida,10,10,38.769,36,387.69,27.69,-4.77
81203,SO/24-25/62654,161253,Normal Sugar,5,5,48.38,43,241.9,26.9,-10.9
81203,SO/24-25/62654,161254,Hari Patti(Green) Rice,2,2,99.342,90,198.68,18.68,-5.35
84135,SO/24-25/65557,166574,Normal Sugar,1,1,2200,2030,2200,170,-50
81223,SO/24-25/62671,161285,Laal Gulaab Maida,1,1,1780,1660,1780,120,-30
84033,SO/24-25/65639,166395,Hum Tum Rice,1,1,1420,1350,1420,70,-30
81220,SO/24-25/62668,161282,Ruchi Gold Palm Pouch(1L),10,10,1368,1268,13680,1000,-20
81214,SO/24-25/62670,161274,Ruchi Gold Palm Pouch(1L),2,2,1368,1275,2736,186,0
81217,SO/24-25/62669,161279,Gauri Old Rice,2,2,3750,3750,7500,0,420
81225,SO/24-25/62677,161291,Adani Mota Besan,1,1,3920,3360,3920,560,-315
81225,SO/24-25/62677,161292,Fortune Matar Besan,1,1,1875,1650,1875,225,-120
81219,SO/24-25/62666,161281,Nourish Sunflower Pouch,3,3,1375,1300,4125,225,0
81227,SO/24-25/62676,161295,Prakash Maida,1,1,1788,1660,1788,128,-30
81227,SO/24-25/62676,161296,Prakash Aata,5,5,1730,1590,8650,700,-225
81226,SO/24-25/62675,161293,Maharaja Chakki Aata,1,1,1700,1550,1700,150,-20
81222,SO/24-25/62767,161284,Fortune Soya Pouch(1L),5,5,2600,2352,13000,1240,-215
81216,SO/24-25/62667,161276,Aashirwad Chakki Atta (10kg),4,4,1370,1270,5480,400,-32
81216,SO/24-25/62667,161277,Aashirwad Chakki Atta (5kg),3,3,1390,1294,4170,288,-24
81215,SO/24-25/62674,161275,Bail Kolhu Pouch,5,5,1608,1460,8040,740,-275
81213,SO/24-25/62665,161271,Adani Patla Besan,1,1,3920,3390,3920,530,-285
81213,SO/24-25/62665,161272,Prakash Maida,1,1,1788,1690,1788,98,0
81213,SO/24-25/62665,161273,Dalda Vanaspati Tin,1,0,2487,2340,2487,147,-10
81226,SO/24-25/62675,161294,Fortune Soya Pouch(1L),1,0,2490,2320,2490,170,-20
81224,SO/24-25/62673,161286,Shreshtha Aata,1,1,1710,1585,1710,125,-25
81224,SO/24-25/62673,161288,Ashok Laal Mirch Powder Pkt(100gm),2,2,50,36,100,28,0
81224,SO/24-25/62673,161289,Pasta,1,1,60,60,60,0,0
81224,SO/24-25/62673,161290,Ashok Garam Masala Pkt(100gm),2,2,184,132.48,368,103.04,0
81224,SO/24-25/62673,161287,Pukhraj Arhar Dal,5,0,166.667,153,833.34,68.34,-10
104604,SO/24-25/85371,202985,Single Filter Sugar,5,5,2345,2115,11725,1150,75
81208,SO/24-25/62658,161261,Normal Sugar,10,10,47.765,45,477.65,27.65,-3.65
81208,SO/24-25/62658,161262,Bawarchi Soya Tin(15Kg),1,1,2500,2330,2500,170,-30
83777,SO/24-25/65203,165866,Shreshtha Aata,1,1,1710,1580,1710,130,-30
80975,SO/24-25/62447,160873,Surabhi Maida,20,15,1800,1665,36000,2700,3300
88373,SO/24-25/69788,174124,Kezar Maida,1,1,38.769,36,38.77,2.77,-0.69
81229,SO/24-25/62678,161298,Ruchi Gold Palm Pouch(1L),5,5,1368,1275,6840,465,25
81229,SO/24-25/62678,161299,Galaxy rice,3,3,3220,2970,9660,750,0
81229,SO/24-25/62678,161300,Gauri Old Rice,6,6,3750,3240,22500,3060,-300
99306,SO/24-25/80365,193855,Ruchi Gold Palm Pouch(1L),10,10,1285,1280,12850,50,0
80975,SO/24-25/62447,160872,Kohinoor Tandoori Aata,20,20,1820,1710,36400,2200,0
81239,SO/24-25/62681,161318,Soyum Soya (15Lit),5,5,2170,1985,10850,925,-275
81239,SO/24-25/62681,161323,Laal Gulaab Maida,1,1,1763,1650,1763,113,-16
81238,SO/24-25/62680,161316,Fortune Soya Pouch(1L),10,10,2485,2320,24850,1650,-250
81238,SO/24-25/62680,161317,DCM Double Filter Sugar,10,10,2281,2100,22810,1810,-550
81237,SO/24-25/62687,161315,Soyum Soya Tin(15L) V,25,25,2160,1995,54000,4125,-875
81243,SO/24-25/62693,161325,Soyum Soya Pouch,5,5,1640,1542,8200,490,-100
81244,SO/24-25/62736,161326,SAPNA GOLD MAIDA,10,10,42.535,37,425.35,55.35,-15.35
81230,SO/24-25/62705,161301,Shreshtha Aata,2,2,1710,1580,3420,260,-60
81228,SO/24-25/62683,161297,Laal Gulaab Maida,1,1,1763,1660,1763,103,-6
81236,SO/24-25/62809,161314,Fortune Soya Tin(15L),10,10,2290,2175,22900,1150,-450
81231,SO/24-25/62806,161302,Fortune Soya Tin(15L),10,10,2290,2175,22900,1150,-450
81234,SO/24-25/62808,161307,Fortune Soya Tin(15L),10,10,2290,2175,22900,1150,-450
81233,SO/24-25/62807,161305,Fortune Soya Tin(15L),10,10,2290,2175,22900,1150,-450
81233,SO/24-25/62807,161306,Soyum Soya Tin(15L) V,4,4,2160,1990,8640,680,-160
83778,SO/24-25/65202,165867,Atish Maida,4,4,1810,1690,7240,480,-80
83577,SO/24-25/65048,165518,Ruchi Gold Palm Tin(15kg),5,5,2390,2330,11950,300,-75
83921,SO/24-25/65344,166204,Fortune Soya Pouch(1L),2,2,164.1,145,328.2,38.2,-14.45
83921,SO/24-25/65344,166205,Medium Chhola,2,2,142.15,120,284.3,44.3,-22.3
83921,SO/24-25/65344,166206,Tata Salt Pkt(1Kg),1,1,29,27,29,2,-0.1
81252,SO/24-25/62692,161337,Mahakosh Soya Oil Pouch(1L),10,10,1700,1545,17000,1550,-550
81249,SO/24-25/62690,161332,Best Choice Palm Tin(15Kg),10,10,2425,2240,24250,1850,-150
81249,SO/24-25/62690,161333,Tata Salt Pkt(1Kg),1,1,1360,1265,1360,95,0
81246,SO/24-25/62689,161328,Raag Gold Palm Pouch,50,50,1400,1295,70000,5250,-1750
81254,SO/24-25/62691,161339,Maharaja Chakki Aata,10,10,1700,1540,17000,1600,-300
81256,SO/24-25/62696,161341,Maharaja Chakki Aata,1,1,1700,1550,1700,150,-20
81257,SO/24-25/62697,161342,Soyum Soya Tin(15L) V,1,1,2160,2020,2160,140,-10
81264,SO/24-25/62704,161355,Kezar Maida,2,2,1760,1645,3520,230,-10
81267,SO/24-25/62708,161358,Laal Gulaab Maida,2,2,1763,1660,3526,206,-12
81262,SO/24-25/62699,161351,Soyum Soya Tin(15L) V,6,6,2160,2010,12960,900,-120
81261,SO/24-25/62700,161350,Parivar Mustard Jar(5L),5,5,1645,1512,8225,665,-75
81260,SO/24-25/62701,161348,Parivar Mustard Bottle(2L),15,15,1970,1815,29550,2325,-225
81260,SO/24-25/62701,161349,Parivar Mustard Bottle(500ml),15,15,2010,1851,30150,2385,75
81259,SO/24-25/62702,161347,Parivar Mustard Bottle(1L),30,20,1970,1815,59100,4650,-300
81251,SO/24-25/62721,161336,SAPNA GOLD MAIDA,25,25,2000,1800,50000,5000,250
81253,SO/24-25/62723,161338,SAPNA GOLD MAIDA,10,10,2000,1820,20000,1800,250
81263,SO/24-25/62735,161353,Prakash Aata,1,1,1730,1610,1730,120,-25
81263,SO/24-25/62735,161354,Normal Sugar,2,2,2230,2060,4460,340,-100
81255,SO/24-25/62695,161340,Ruchi Gold Palm Pouch(1L),1,1,1368,1275,1368,93,0
81248,SO/24-25/62686,161330,Fryola Palm,30,30,2540,2320,76200,6600,-1950
81248,SO/24-25/62686,161331,Nepali Soya,20,20,2190,2190,43800,0,11400
81245,SO/24-25/62685,161327,Fortune Matar Besan,10,10,1875,1650,18750,2250,-1200
